"id","area","edad","mujer","varon","total"
"10899","220630516","30 a 34","52","41","93"
"10900","220630516","35 a 39","31","46","77"
"10901","220630516","40 a 44","26","33","59"
"10902","220630516","45 a 49","19","21","40"
"10903","220630516","50 a 54","12","11","23"
"10904","220630516","55 a 59","15","10","25"
"10905","220630516","60 a 64","5","9","14"
"10906","220630516","65 a 69","6","9","15"
"10907","220630516","70 a 74","7","2","9"
"10908","220630516","80 a 84","1","1","2"
"10909","220630601","15 a 19","0","1","1"
"10910","220630601","40 a 44","1","1","2"
"10911","220630601","45 a 49","1","1","2"
"10912","220630602","00 a 04","31","26","57"
"10913","220630602","05 a 09","34","41","75"
"10914","220630602","10 a 14","36","50","86"
"10915","220630602","15 a 19","28","39","67"
"10916","220630602","20 a 24","30","21","51"
"10917","220630602","25 a 29","25","25","50"
"10918","220630602","30 a 34","22","24","46"
"10919","220630602","35 a 39","25","19","44"
"10920","220630602","40 a 44","18","24","42"
"10921","220630602","45 a 49","24","24","48"
"10922","220630602","50 a 54","8","15","23"
"10923","220630602","55 a 59","7","13","20"
"10924","220630602","60 a 64","8","5","13"
"10925","220630602","65 a 69","5","4","9"
"10926","220630602","70 a 74","6","6","12"
"10927","220630602","75 a 79","3","8","11"
"10928","220630602","80 a 84","2","4","6"
"10929","220630602","85 a 89","0","2","2"
"10930","220630602","90 a 94","1","1","2"
"10931","220630603","00 a 04","16","27","43"
"10932","220630603","05 a 09","30","35","65"
"10933","220630603","10 a 14","35","36","71"
"10934","220630603","15 a 19","30","36","66"
"10935","220630603","20 a 24","20","26","46"
"10936","220630603","25 a 29","19","18","37"
"10937","220630603","30 a 34","31","17","48"
"10938","220630603","35 a 39","21","29","50"
"10939","220630603","40 a 44","20","25","45"
"10940","220630603","45 a 49","18","32","50"
"10941","220630603","50 a 54","13","31","44"
"10942","220630603","55 a 59","11","13","24"
"10943","220630603","60 a 64","8","16","24"
"10944","220630603","65 a 69","12","23","35"
"10945","220630603","70 a 74","14","5","19"
"10946","220630603","75 a 79","6","7","13"
"10947","220630603","80 a 84","3","10","13"
"10948","220630603","85 a 89","2","2","4"
"10949","220630604","00 a 04","1","1","2"
"10950","220630604","05 a 09","3","4","7"
